en,ja,video_id,start,end
slice the bread and place on top of the sandwich,パンをスライスし、サンドイッチの上にのせます,aqH_V3yLtrY,133,140
slice the leeks,リーキをスライスします,kpRcFx8JQl0,58,75
slice the jalepeno pepper,ハラペーニョを切ります,krb0QUDrmgQ,91,94
add the sauce with pasta and sliced chicken to a plate and garnish with cheese,皿にソースをからめたパスタとスライスした鶏肉を盛り、チーズを添えます,TMBCzbD7430,519,544
add a bay leaf chili peppers and sliced ginger,ローリエ、チリペッパー、スライスしたショウガを加えます,d2Y0zSQtvj4,63,73
slice the ball and fry in the pan,ボールをスライスし、フライパンで焼きます,jGC0VhFCk5Y,130,145
slice the cheese,チーズをスライスします,7QeBiNfke5s,46,48
slice the zucchini mushroom broccoli green pepper carrots and scallion,ズッキーニ、きのこ、ブロッコリー、ししとう、にんじん、ねぎを切ります,_VqJtr0nUKQ,199,245
slice an onion into half inch thick slices and separate them into rings,玉ねぎを1/2インチの厚さの輪切りにして、1枚ずつほぐします,x41ze5sLnBY,39,50
cook the steak until their color changes and slice them,ステーキを色が変わるまで焼き、スライスします,XzgR14o6b80,94,128
slice some celery stick into small pieces using food processor and transfer it to a bowl,セロリをフードプロセッサーで小さくスライスし、ボウルに移します,PTgdWWK2SPQ,54,74
slice the sage and parsley,セージとパセリを刻みます,T2PO609-4t0,240,260
put some olive oil on a skillet and cook the sliced bacon,フライパンにオリーブオイルをひき、スライスしたベーコンを炒めます,nfO0YS2dSdw,25,49
add beer lemon juice worcestershire sauce sliced garlic and black pepper to make marinade,ビール、レモン汁、ウスターソース、ニンニクの薄切り、黒コショウを混ぜてマリネ液を作ります,mer7ECSKflk,7,28
add sliced leeks to the pot,刻んだリーキを鍋に加えます,_o3eKyNEECU,86,88
chop fresh coriander and slice the lime,生のコリアンダーを刻み、ライムを輪切りにします,nfYzqyureLo,161,165
add soy sauce vinegar black pepper and sliced tofu,醤油、酢、黒コショウ、切った豆腐を加えます,wXA-1ZmvuEA,225,304
slice the chicken into strips chop the garlic finely grate the ginger,鶏肉を細切りにし、ニンニクをみじん切りにして、ショウガをすりおろします,kXoSzxkZsx8,10,15
slice the kale finely and cut the broccoli,ケールは細かく刻み、ブロッコリーも切ります,xAbBPXAnYvw,114,150
slice the bell pepper,パプリカを切ります,XrhAUrmnjaA,91,104
on a plate arrange thinly sliced apple pieces and place the mixed salad on them,薄く切ったりんごを皿に並べ、ミックスサラダをのせます,yqpMSBZaNno,33,48
slice the potatoes,じゃがいもをスライスします,eVfyYRcTijk,280,317
slice the the roll into pieces,巻き寿司を切り分けます,ivCUhv6Cm0Q,178,189
slice the disk in half,円盤状の生地を半分に切ります,3t0DOJgK1vs,95,100
slice the sandwich in half diagonally,サンドイッチを斜め半分に切ります,2Ihlw5FFrx4,151,159
slice the pork into thin slices,豚肉を薄く切ります,_bICKhr9AGo,178,190
put the cooked meat and some sliced avocado tomato sour cream and cheese inside the tortilla,炒めた肉とスライスしたアボカド、トマト、サワークリーム、チーズをトルティーヤに挟みます,83sNHrKGcqY,242,272
slice the meat into pieces,肉を切り分けます,GLYC8yfRSzE,15,22
once it is baked let it rest for 10 minutes to set and then slice it,焼きあがったら10分休ませてからスライスします,P7bsYTDILps,234,241
slice the roll,巻いた寿司を切ります,dC9gJsXAXGU,147,162
mix some mayonnaise sliced gherkins parsley and lemon juice,マヨネーズ、スライスしたピクルス、パセリ、レモン汁を混ぜ合わせます,htIpLVWrs0U,131,151
slice up the ginger,ショウガを刻みます,X1e5zsLlbZo,220,237
slice the tomato,トマトをスライスします,KCIGy7lt_Og,40,72
melt 2 tbsp butter in a pan add some chopped potatoes sliced cabbage onions leeks and cook,フライパンにバター大さじ2を溶かし、さいの目に切ったじゃがいも、スライスしたキャベツ、玉ねぎ、リーキを加えて炒めます,rD33y9PjqU8,13,36
slice the french bread length wise,フランスパンを縦に切ります,ksSC0Fnjg00,67,70
slice the foie gras into pieces,フォアグラをスライスします,JanpGgH1TaA,110,182
slice the moo into pieces,大根を小さく切ります,XeXQ23fgS38,127,132
slice the carrot and radish,にんじんと大根を切ります,JRycS8aNXBI,115,135
cut the filet out of chicken breast and slice it to small slices,鶏むね肉からフィレを切り取り、細くスライスします,X1mE2IWeamI,28,64
slice a cooked chicken breast and place on top of the salad,焼いた鶏むね肉をスライスし、サラダにのせます,Zi0Ou5dfsWs,393,422
coat sliced chicken in flour beaten eggs and bread crumbs,切った鶏肉に小麦粉、溶き卵、パン粉をまぶします,Sh33vaPTI0Q,76,106
slice a large piece of peeled squid into squares and drain with paper towel,むきイカは四角に切り、キッチンペーパーで水気を切ります,5yJz2Sc7T5k,24,59
slice the cucumber carrots and celery into pieces,きゅうり、にんじん、セロリを小さく切ります,7QeBiNfke5s,39,46
slice the foie gras,フォアグラをスライスします,imfl-NXiU8g,229,234
remove 2 or 3 outer layers of cabbage and slice it in to thin pieces,キャベツの外側の葉を2～3枚取り除き、細く切ります,Sg0RKVJm-94,134,183
slice the green onions and add them along with the onions and beef to the soy sauce mixture,青ねぎをスライスし、玉ねぎ、牛肉と一緒に醤油を混ぜておいたものに加えます,IJXdHAGqxhA,82,102
place sliced onions green pepper and mushrooms in a bowl,ボウルにスライスした玉ねぎ、ピーマン、マッシュルームを入れます,S8BAT46vJJs,87,101
slice the avocado,アボカドを切ります,bM98rfEd_Yg,86,119
remove the outer leaves of cabbage and slice it up,キャベツの外側の葉を取り除き、スライスします,lYsEShMFTaw,21,57
roll the omelet and slice it,卵焼きを丸めて切ります,zwbCD3CUFIs,130,158
slice the pork bologna,ボロニアソーセージをスライスします,_Vw0jI7kJtY,78,97
slice the tuna on an angle,マグロを斜めに切ります,cFZPX7by9N8,67,112
add sliced jalapeno bay leaves garlic and sliced onion to a pot,スライスしたハラペーニョ、ローリエ、ニンニク、スライスした赤玉ねぎを鍋に入れます,zYMelEXKars,41,62
slice the calamari,カラマリを切ります,XkH9lXa6ykU,36,52
slice the pork,豚肉をスライスします,-sQXBqu-_1w,53,70
slice the chicken,鶏肉を切ります,XrhAUrmnjaA,60,68
slice some mushrooms into thin slices,きのこを薄切りにします,Y9tnBIxTbnw,114,118
slice the basil,バジルを千切りにします,sb58mkT8_ak,181,190
cut off the fat of chicken breast and slice it into thin slices,鶏むね肉の脂を切り落とし、薄く切ります,bqmkNRNd5yw,69,107
slice the onions and mix with the duck,ねぎをスライスして鴨肉と混ぜ合わせます,txjgF4URKDw,170,179
add black pepper to the sliced beef,牛肉の薄切りに黒コショウを加えます,UZGqsSB9cSQ,68,74
peel and slice the zucchini,ズッキーニの皮をむいて切ります,SUrLFp8IwRw,219,252
slice the carrots radish green onion and chives,にんじん、大根、青ねぎ、チャイブを切ります,tZF_WIdSQHM,174,245
slice the foie gras and season with salt and pepper,フォアグラをスライスし、塩とコショウで味付けします,7slwSfbxVQ8,43,49
slice the hot dog and place the cheese inside,ホットドッグに切り込みを入れ、チーズをはさみます,Fp_d1SlbG_0,125,149
slice the cucumber carrot and radish,きゅうり、にんじん、大根を切ります,krb0QUDrmgQ,38,44
slice the bell pepper,パプリカを切ります,Ay55c3jSbeI,307,318
use a spiral slicer to slice a steamed potato into spiral slices,スパイラルスライサーを使って、蒸したじゃがいもをらせん状にスライスします,5RZ2wO2IH54,6,31
put the water dashi powder sliced onion shimeji mushrooms and kabocha in a pot,鍋に水、だしの素、玉ねぎの薄切り、しめじ、かぼちゃを入れます,LMoGwLqPM64,71,87
drain the water from the tofu box and slice the tofu into cubes,豆腐のパックから水気を切り、豆腐をさいの目に切ります,aSLQ9Ow-wMA,126,159
crush and slice some pieces of garlic,ニンニクをつぶしてから切ります,4gPBv7le5pw,161,190
slice the ginger and chilis,ショウガと唐辛子を刻みます,ox6YzyVQww0,165,193
slice the bread loaf and butter the bread on both side of the slices,パンをスライスし、両面にバターを塗ります,1uoT5TjyWsU,15,60
slice a lemon and serve calamari with it,レモンを切ってカラマリに添えれば出来上がりです,OT-kq11Q8fU,259,275
slice an apple  put in a bowl and add some lemon juice and olive oil,りんごを切ってボウルに入れ、レモン汁とオリーブオイルを加えます,oVPr2LAyhRM,44,62
put the sliced cabbage in a pot and sprinkle salt on top,切ったキャベツを鍋に入れ、塩をふります,Sg0RKVJm-94,184,195
slice the other half of the avocado take out the bacon and bread toast from the oven,アボカドの残り半分をスライスし、オーブンからベーコンとトーストしたパンを取り出します,ucky1nWb7LY,147,153
slice a tomato,トマトをスライスします,seLgqS2A_y0,225,227
slice the apricots and add to the pot,アプリコットをスライスし、鍋に加えます,txjgF4URKDw,75,87
slice the big bok choys into two halves,大きめのチンゲン菜は半分に切ります,UVHIuuQ0-nA,35,54
slice the bell pepper into pieces,パプリカを一口大に切ります,Ay55c3jSbeI,216,274
slice the roll,巻き寿司を切ります,qndZKzNHpwc,445,496
thinly slice a fried egg,卵焼きを細く切ります,19EkHqTQkZg,195,204
slice the onions shallots and garlic,玉ねぎ、エシャロット、ニンニクを切ります,Bn0wtnfGUA8,93,124
slice the meat into strips,肉を細長く切ります,R0FTAjWwuCI,45,49
pound the garlic and chop it mince the ginger and slice the scallions,ニンニクをたたいてから刻み、ショウガをみじん切りにし、ねぎを切ります,wch6oe0FjN8,134,209
place the sliced foie gras in the pan and cook flipping them until both the sides are browned,スライスしたフォアグラをフライパンに入れ、両面がきつね色になるまで裏返しながら焼きます,JanpGgH1TaA,300,397
dunk the sliced chicken breast first in the whisked egg then in the flour again in the whisked and lastly in the bread crumbs,切った鶏肉をまず溶き卵に浸し、次に小麦粉、再度溶き卵、最後にパン粉をまぶします,Os-sHx3zM4Q,91,133
slice the celery root and apples,根セロリとりんごをスライスします,sbjVZBS383U,237,251
slice the bread and apply olive oil and cheesy sauce on the bread,パンをスライスし、オリーブオイルとチーズのソースを塗ります,WXj9wVPWmj0,8,93
slice the tuna into cubes,マグロをさいの目に切ります,HghNzA9BJAU,42,59
thinly slice the potatoes without reaching the bottom,じゃがいもを一番下まで届かないように薄くスライスします,u8mJfN9TBkY,30,42
slice the sandwich in half,サンドイッチを半分に切ります,nbiOaHaKuKs,145,147
slice the roll into pieces,巻き寿司を切り分けます,XEHUV09m7Ok,114,131
slice the bread,パンをスライスします,aqH_V3yLtrY,103,112
slice the onion and carrot,玉ねぎとにんじんをスライスします,X1e5zsLlbZo,41,80
slice the pepper and add it to the pot,パプリカを切り、鍋に加えます,0lkjIf5hZT4,89,97
spread the hummus on a plate,フムスを皿に広げます,ETXVbDoMKbQ,143,180
spread the mashed potatoes over the gravy evenly and scour using a fork,マッシュポテトをグレービーの上に均一に広げ、フォークで模様をつけます,62H65wNWMZo,115,120
chop some parsley leaves and spread them on ground beef,パセリの葉を刻み、牛ひき肉に散らします,2zCltKMSACE,72,77
spread walnuts and herbs on the salad,サラダにクルミとハーブを散らします,_T6wD5toQF8,197,208
spread the sauce onto to bread,パンにソースを塗ります,aqH_V3yLtrY,114,120
spread a ball of rice onto the seaweed,海苔の上に丸めたご飯を広げます,QRUXnp4mDUQ,69,86
transfer it to baking dish and spread the mixture,具を耐熱皿に移し、広げます,TsrTU3CJn2c,145,157
spoon the mashed potatoes on top of the meat and spread evenly,肉の上にマッシュポテトをスプーンですくってのせ、均等に広げます,r7i0dgOLdoo,67,75
spread a layer of rice  gravy fried cashews and fried onions,ご飯、グレービー、炒めたカシュー、炒めた玉ねぎを重ねます,9CLtnYV28bY,275,305
take rice mix and spread it on seaweed,混ぜ合わせたご飯を海苔の上に広げます,GrCrG-EMr8g,125,156
spread the sauce onto the dough,生地の上にソースを広げます,zJoy52YuVXs,75,93
flip the bread and spread cheese on the bread,パンを裏返し、チーズをのせます,qq0Wu8fJQLI,140,169
spread some tomato puree on top of the pizza base,ピザ生地の上にトマトピューレを塗ります,HP_quieYDVQ,209,220
spread pate on the bread,パンにパテを塗ります,_bICKhr9AGo,213,231
spread the blended mixture onto the sheet,混ぜた材料をシートに広げます,G5DNP4qv51c,92,109
spread in pan and serve chilled,お皿に盛り、よく冷やしてお召し上がりください,cCAct_Q8QTw,127,146
spread the noodle mixture onto a baking sheet and press down with a sheet,混ぜた麺を天板に広げ、天板で押さえます,pq2PcaRnzc4,161,172
spread the cucumber sauce on the falafel,きゅうりのソースをファラフェルにのせます,NHFmZV7XNzc,187,192
spread garlic on the dough and toss,生地にニンニクを散らして投げます,0qbCigxf_sc,328,341
spread the special ginas sauce on top,Ginaの特製ソースを塗ります,vmHAOH5UMFY,25,37
spread the mashed potato over the meat sprinkle with paprika and garnish with rosemary,マッシュポテトを肉の上に広げ、パプリカをふり、ローズマリーを飾ります,r10vxqLvy7U,125,143
spread rice and top it with cashews onions coriander leaves and  ghee and cover,ご飯を広げた上にカシュー、玉ねぎ、パクチーの葉、ギーを重ねて蓋をします,9CLtnYV28bY,333,370
spread salt onto the radish,大根に塩をまぶします,3r8A4xCZgPQ,115,130
spread the oil mixture onto the dough,オリーブオイルの混ざったものを生地に伸ばします,--bv0V6ZjWI,90,116
spread hot sauce on one bread slice and add the grated cheese and top it with a bread slice,パン1枚にホットソースを塗り、すりおろしたチェダーチーズ、グリュイエールチーズをのせ、パンをかぶせます,1uoT5TjyWsU,126,139
spread mashed potato over the beef filling,牛肉の詰め物の上にマッシュポテトを広げます,fIRadWyEofw,353,375
take the bread slice and spread french mustard and place a slice of ham and add mimolet on top of it,パンにフレンチマスタードを塗り、ハム1枚とミモレットをのせます,W4nvDoCtdHM,130,144
spread mashed sweet potato in the center of the tortilla,つぶしたさつまいもをトルティーヤの中央に広げます,DErbTrN8v1M,484,493
put some rice on a sheet and spread the rice evenly,海苔にごはんをのせ、均等に広げます,6jwKyMXHY1I,10,32
spread sriracha sauce onto the tuna,マグロの上にシラチャーソースを塗ります,hM3j1SlUQd8,97,104
spread some butter on top of the evenly spread potato mash and season with black pepper powder,均一に広げたジャガイモの上にバターを塗り、ブラックペッパーパウダーで風味付けします,PKt_za_XfF8,124,133
spread some extra grated cheddar cheese on top,すりおろしたチェダーチーズをさらにトッピングします,EixGhZ5lCGQ,155,156
spread vegetables onto baking plate,野菜を天板に広げます,ZIgpIiXxbJw,210,223
spread some cheese on the cooked chicken,焼いた鶏肉の上にモッツァレラチーズ、パルメザンチーズを広げます,0eCScMSsl_Y,105,115
spread the potatoes on the meat mixture,肉の上にじゃがいもとさつまいもを広げます,ItEqiHzbLj4,374,412
spread some salt and pepper on the meat,肉に塩、コショウをふります,0JVmVXLrNZo,60,65
spread some olive oil and parmesan cheese on some crutons and bake them in an oven,クルトンにオリーブオイルとパルメザンチーズをかけ、オーブンで焼きます,Ghefa-Q18Tg,220,269
place another burger patty spread cheese slice fried eggs and cover with another noodle bun,もう1枚のミートパティを置き、スライスチーズをのせて目玉焼きを置き、もう1つのヌードルバンズをかぶせます,qmoqJRP5N6E,206,211
spread some olive oil salt and pepper to the baking pan,焼き皿にオリーブオイル、塩、コショウをかけます,G_oxCFd1krc,98,111
spread some olive oil on all the patties and sprinkle salt and ground pepper to taste,すべてのパティにオリーブオイルを塗り、お好みで塩と挽いたコショウをふります,W0jVkPYQjEo,103,132
spread garlic butter onto snail and place on baking tray,ガーリックバターをカタツムリに塗り、天板にのせます,A4pTxrrBtMU,132,150
slice a baguette lengthwise and spread mayonnaise,バゲットを縦に切り、マヨネーズを塗ります,_bICKhr9AGo,198,209
add onions in between the bread spread ketchup on the bratwurst and serve,パンとソーセージの隙間に玉ねぎを挟み、ソーセージにケチャップをかけて出来上がりです,a3ZvOvo49WE,422,480
place rice paper into water until soft then spread on table,ライスペーパーを柔らかくなるまで水に浸し、まな板の上に広げます,cVUMbDi51ZQ,459,513
take some tomato sauce and spread it over the chicken,トマトソースを鶏肉の上に広げます,nWGpCmDlNU4,162,186
spread the contents of the pan in the dish,フライパンの中身を耐熱皿に広げます,2iqRbyd1ylg,184,210
spread margarine on two slices of white bread,2枚の食パンにマーガリンを塗ります,GLd3aX16zBg,90,102
transfer the crust to a baking sheet and spread with olive oil,クラストを天板に移し、オリーブオイルを塗ります,dkvHu_2X9rs,123,132
drizzle olive oil on the saran wrap and spread it out,ラップにオリーブオイルを垂らして広げます,HJBQ-NgQ9T0,98,107
spread oil onto the chapati and fold into a triangle,チャパティに油を塗り、三角に折ります,0Y8z5xbGKqI,61,73
put some mustard and ketchup and some shredded cheese on it and spread that out,マスタード、ケチャップ、シュレッドチーズをのせ、広げます,d-Hwbg0PrNk,92,108
spread some sesame seeds over the rice,寿司飯の上にごまを散らします,NLZO6xY1DXs,139,145
spread the rice onto the seaweeed,海苔にご飯を広げます,XEHUV09m7Ok,22,42
spread rice on half the seeweed,海苔の半分の部分にご飯を広げます,rTVN7NN-m2Q,122,136
add pepper paste and spread,唐辛子ペーストを加えて広げます,cxijjHcz70Q,364,393
spread mashed potatoes on top and sprinkle with grated cheddar cheese,マッシュポテトを上に広げ、すりおろしたチェダーチーズを散らします,ILS3z1zpD8k,113,120
spread the chutney on the dosa,ドーサの上にチャツネを塗ります,DViAejsp_rQ,49,65
put ham between bread and spread butter on top,食パンにハムを挟み、表面にバターを塗ります,wSXkTrTvI5o,56,86
spread dijon mustard on the bread top with pieces of cheese ham and the other slice of bread,パンにディジョンマスタードを塗り、その上にチーズとハム、もう1枚のパンをのせます,z4vmfgk1My8,43,96
remove the roti and spread ghee on top,ロティを取り出してギーを塗ります,UbRRHp4uO50,295,306
pour the mixture on top the meatloaf and spread evenly,混ぜたソースをミートローフの上に​​かけ、均等に広げます,P7bsYTDILps,189,202
take the toasted bread spread some mayonnaise on both the slices,トーストしたパンを取り出し、両方のパンにマヨネーズを塗ります,VcIF3HOI9wI,164,185
put some fresh basil and spread some olive oil on top,フレッシュバジルをのせ、オリーブオイルを垂らします,HP_quieYDVQ,241,250
spread tomato sauce on the dough,生地にトマトソースを塗ります,vcfNpDtVqOw,65,68
spread water on the grill and fry an egg,グリルに水を垂らし、卵を焼きます,8lqdPpg3w08,260,290
spread dijon mustard on half the slices,半分のスライスにディジョンマスタードを塗ります,t5ookHohDFc,225,231
spread oil in the pan,フライパンに油をひきます,a-rB3f8lqEg,205,215
spread some sushi rice on the seaweed,海苔の上に寿司飯を広げます,dC9gJsXAXGU,49,63
spread the sauce on the dough,生地にソースを塗ります,lgg6luYfQ1w,185,216
spread some grated mozzarella cheese on top,すりおろしたモッツァレラチーズを散らします,qLygo7z5hn8,157,164
spread mustard on a bread slice sprinkle grated cheese some oregano powder and black pepper and place a slice on top,パンにマスタードを塗り、すりおろしたチーズ、オレガノパウダー、黒コショウをのせ、もう1枚のパンをのせます,nF67_d1HHnI,323,351
spread the paste on the cut edge,切った端に沿ってペーストを塗ります,3t0DOJgK1vs,114,120
spread the pasta sauce on the bottom of the pyrex dish,パイレックスの皿の底にパスタソースを広げます,MxIBrXGWFw0,148,167
spread some chopped steamed lobster and sauteed shrimp on the dish,刻んだ蒸しロブスターと炒めたエビを料理に広げます,6IN_mupBjh8,177,192
spread tomato sauce on the crust,生地にトマトソースを塗ります,D-Dkz8cX3Vg,291,307
spread the butter on two pieces of bread,パン2枚にバターを塗ります,RoLhMa9SHsI,40,51
spread the rice onto the seaweed,海苔にご飯を広げます,5FOX31OK_pU,73,89
spread and pat the rice across the nori and sprinkle sesame seeds,海苔の上にご飯を広げてならし、ごまをふりかけます,Nz9EAqTBrNw,129,148
spread meat filling into baking dish,肉の具を耐熱皿に広げます,ILS3z1zpD8k,106,112
spread olive oil onto the dough and add the crushed garlic and sprinkle with pepper,生地の上にオリーブオイルをかけて、みじん切りにしたニンニクを加え、コショウをふります,eoQlmIcaCvE,173,187
spread the dressing on the bread,パンにドレッシングを塗ります,vyDO2t9m0H8,89,91
spread and cook the batter in the pan,生地をフライパンに広げて焼きます,mUoOTodwgdc,199,235
spread tomato sauce on the dough,生地にトマトソースを塗ります,cwLpF3FxZdA,87,95
spread the raspberry sauce on the bread,パンにラズベリーソースを塗ります,ycapN0_D2RA,151,157
spread some butter on the nonstick skillet,表面加工のスキレットにバターをひきます,xHlBWc-7Kwo,37,41
spread the potatoes on top,上にじゃがいもを広げます,2iqRbyd1ylg,214,225
spread sauce mix on noodle bun place meat burger patty topped with cheese slice place fried bok choy leaves,ヌードルバンズに混ぜ合わせたソースを塗り、ミートパティとスライスチーズをのせ、炒めたチンゲン菜をのせます,qmoqJRP5N6E,199,206
spread the dough sheet and cut it into strips and roll the strips around the cheese stick to cover it,シート状のパン生地を広げて細長い棒状に切り、チーズスティックに巻いて成形します,gbN0iw4VbBs,27,41
spread the sesame paste on the bread,パンにごまペーストを塗ります,G5dAW-jtLhg,143,161
spread the mashed potatos on the meat,肉の上にマッシュポテトを広げます,gYKfSHrvew0,227,247
spread the bechamel sauce on top and add gruyere cheese,上にベシャメルソースを塗り、グリュイエールチーズをのせます,t5ookHohDFc,262,292
spread the batter on the pan,フライパンに生地を広げます,T3v9c2m0ni0,155,165
spread the batter evenly on a pan,フライパンに生地を均一に広げます,j878b3cSqEw,220,230
spread the sauce on the cheese,チーズにソースを塗ります,Wi9BWzwPsfA,64,70
spread oil in a frying pan,フライパンに植物油をひきます,hJzPVZf6JVo,194,209
spread oil on the sheet,シートに油を広げます,G5DNP4qv51c,77,87
take some olive oil and spill it on top of the chicken to spread all over,オリーブオイルを鶏肉全体に垂らします,nWGpCmDlNU4,135,150
spread a little mixed sauce on top of the meat and cook in oven for 30 minutes,肉の上に混ぜたソースを少量塗り、オーブンで30分焼きます,LqCDIssigHo,158,180
spread tobiko on the rice and flip over,ご飯の上にとびこを広げ、裏返します,rwZZ7d-AOgk,117,132
spread the dough on the pan,生地を天板に広げます,oUvPl-uaqdE,61,77
crack an egg on the top and spread some sesame seeds and cook it on the stove,上に卵を割り、ごまをふりかけてコンロで焼きます,LEqqsROtG-I,124,132
spread sauce and grate cheese on top of the sandwich,サンドイッチの上にソースを塗り、チーズをすりおろします,aqH_V3yLtrY,140,157
spread out more wrap and place the rolled liver on it and roll again,ラップをさらに広げ、巻いたフォアグラをのせて再度巻きます,543n2SO_03E,167,177
pour the dosa batter on a pan and spread into a thin circle,フライパンにドーサの生地を流し入れ、薄い円形に伸ばします,-gJHzNJFTx4,138,148
spread feta cream cheese onto a slice of bread,パン1枚にフェタクリームチーズを塗ります,2Ihlw5FFrx4,40,65
spread the batter in the pan,フライパンに生地を広げます,pOWe4zB-E-4,190,205
spread a ball of rice on the sheet of seaweed,海苔の半分にご飯一握りを広げます,HghNzA9BJAU,118,148
sprinkle red chili powder over the batter and spread evenly,生地の上に赤唐辛子粉をふりかけ、均一に広げます,GJzuTXdVQcE,383,401
cut french bread vertically spread srircha mayo on one side and chicken liver pate on the other side,フランスパンを縦に切り、片面にシラチャーマヨを塗り、もう片面に鳥レバーパテを塗ります,CkMGWQG-SaU,231,262
spread rice and sesame seeds onto the nori and press down,海苔の上にご飯を広げ、ごまをふりかけて押さえます,BYoZz07Y_CY,179,201
spread the basil mayonnaise on the pieces of bread,バジルマヨネーズをパンに塗ります,zukEQgbWdsY,228,232
spread some pepper sugar vinegar basil and olive oil on top,コショウ、砂糖、酢、バジル、オリーブオイルをかけます,IvDEV7eROm4,223,275
grease a baking tray with butter or oil and put the mixture on it and spread evenly,焼き型にバターまたは油を塗り、混ぜた材料をその上に置き、均一に広げます,PKt_za_XfF8,104,122
toss the meat until well coated,粉がしっかりつくまで肉を混ぜます,f-h7OM5HM0Q,158,165
cut chicken into bite size pieces and toss with corn starch and black pepper,鶏肉を一口大に切り、コーンスターチと黒コショウをまぶします,l6Wblq6yIk0,79,89
toss the fruits and put the salad on fresh lettuce and serve with fresh apple and walnuts,フルーツを混ぜ合わせ、新鮮なレタスの上にサラダをのせ、新鮮なリンゴとクルミを添えて出来上がりです,E-hILeQ9QHM,453,524
chop some parsley thyme and toss with potatoes salt and pepper,パセリ、タイムを刻み、塩、コショウとともにじゃがいもに混ぜ合わせます,eVfyYRcTijk,369,397
pour the paste onto the vegetables and toss,ペーストを野菜にかけ、混ぜます,r9hoMzxyfx8,325,380
take dressing give good stir add half quantity to vegetables toss them and add salt and pepper if needed,ドレッシングをよく混ぜ、半分の量を野菜に加えて混ぜ、必要なら塩とコショウを加えます,pUmjiLjhxgc,204,220
pour the sauce on and toss,ソースをかけて混ぜます,oaOdliOVL6g,194,203
add 1 cup heavy cream and toss,生クリームを1カップ加えて混ぜます,SRdsaqpnfd4,211,231
add all the vegetables to the leftover mixture and toss them around to mix well until they are coated,残りのマリネ液にすべての野菜を加え、野菜に行き渡るまでよく混ぜます,p_UKXct35jY,83,87
toss the salad,サラダを混ぜます,L8ZRBTdq3mE,266,306
seal the bag and toss to coat the squid with the mixture,袋の口をしっかり閉じ、袋を振ってイカに粉をまぶします,5yJz2Sc7T5k,109,119
add curry powder light soy sauce oyster sauce and toss the noodles,カレーパウダー、薄口醤油、オイスターソースを加えて麺を混ぜます,Njhy1XmKRiQ,87,136
toss the noodles,麺を和えます,9rS18VIXt1w,141,155
add oil salt and pepper to the vegetables and toss,オイル、塩、コショウを野菜に加えて混ぜます,Ay55c3jSbeI,335,355
add the carrots and peppers to the pan and toss,にんじんとパプリカをフライパンに加えて混ぜ合わせます,ioXqgVYG7Xc,176,186
toss meat in flour on a plate,皿の上で肉に小麦粉をまぶします,FITnv148xFU,89,104
toss the pasta with the bacon,パスタとベーコンを混ぜ合わせます,oaOdliOVL6g,184,194
toss the chicken in the sauce,鶏肉をソースに入れて混ぜます,SVihYubF078,171,182
rip some lettuce leaves and toss with the dressing,レタスの葉をちぎり入れ、ドレッシングと混ぜ合わせます,3tGhLc48eX8,166,197
boil water in a big deep pan add salt to it and dunk spaghetti in it and toss,大きな深鍋でお湯を沸かして塩を加え、スパゲッティを入れて混ぜます,QepadF9vOdA,89,104
toss vinegar vegetables berries oil and seasoning together in a bowl,ボウルで酢、野菜、ベリー類、オリーブオイル、調味料を混ぜ合わせます,ycapN0_D2RA,188,215
toss all the ingredients,すべての材料を混ぜます,iDMXdB88oQI,158,169
toss the endives in the dressing,エンダイブをドレッシングで和えます,djKnQP_LvSk,428,467
toss the salad and add parsley flakes,サラダを混ぜてパセリフレークを加えます,J6j0B9hK2Sk,160,181
pour sauce to the pasta in the bowl and toss it around to mix well,ボウルのパスタにソースを加え、よく混ぜ合わせます,on8-O_f69ys,309,338
add the rice and toss,ご飯を入れて混ぜます,OIHLdm9BuoU,98,114
pour the mixture on the lettuce and toss the salad,混ぜたものをレタスにかけ、サラダを混ぜます,1mB0G1AwUPg,246,269
toss until apple mixture is coated well,りんごによく絡むまで混ぜます,lSq6y2F35ig,153,172
add the bacon to the pasta and toss,ベーコンをパスタに加えて混ぜます,Ba2xxUXJ90w,163,174
toss and mix all the vegetables together,すべての野菜を混ぜ合わせます,pUmjiLjhxgc,200,203
add oil peppercorn chili chicken rice wine peppers to wok and toss together,中華鍋に油、花椒、唐辛子、鶏肉、酒、パプリカを加えて混ぜ合わせます,Xf-2YtP05Bs,139,169
toss the salad,サラダを混ぜます,yFeZN3W5YKY,201,211
add the noodles water sauce chili paste  and paprika to the wok and toss,麺、水、ソース、チリペースト、パプリカを中華鍋に加えて混ぜます,rXR5nuiXtZQ,105,176
pour water on the cabbage and toss,白菜に水をかけて混ぜます,QtpJZHeoLGs,102,116
place the wings in bowl pour buffalo hot sauce on them toss and serve with celery sticks,ボウルに手羽先を入れ、バッファローホットソースをかけて混ぜ合わせ、セロリスティックを添えます,X19GtsFLeUU,209,235
take some water in a deep pan adding salt and add spaghetti when comes to boil and toss them,深鍋に水を入れて塩を加え、沸騰したらスパゲティを入れて混ぜます,oYeWU0dyanY,90,102
add the peas to the filling and toss,具にグリーンピースを加えて混ぜ合わせます,Mm6Ay5ez6Ig,196,217
pour the ready sauce as dressing on top and toss the salad and,用意したソースをドレッシングとしてかけ、サラダを混ぜます,qdg_pmS934Q,156,187
